filename,name,medium,location,artist,style,year,decade,text
./Images/t10.png,New Study & Music Centre,Buildings,West of Great Court,DSDHA (Deborah Saunt and David Hills),Retrofit,2006-2007,2000s,"The latest addition to the complex that has bubbled up around the nucleation point of Sheppard's original Churchill Sports Pavilion is an extension to the Study Centre, incorporating new music rooms, designed by DSDHA (Deborah Saunt and David Hills). Two main architectural objectives drove its design. Firstly — that the building should not impose itself forcefully upon the eye. The expansion of the building complex to the very border of Churchill Road, squeezing passers-by against the fences of the Storey’s Way properties to the North, would have threatened to create an architectural bottleneck along this already somewhat-cramped axis. Was there a way to maximise the building's area while maintaining Churchill’s guiding architectural principles: that of spatial openness and its sense of volume? Secondly — it was decided that the building’s structure itself should not obstruct the view of its inhabitants to the greenery outside. The building’s interior itself should incorporate a sense of the world outside.  <br> <br>

DSDHA’s RIBA-award-winning solution was surprisingly simple, and also something of an architectural anomaly for the college: a sleek, sci-fi glass box set upon a steel and timber-lined frame. The dark, semi-reflective glass cladding was deliberately chosen to provide privacy for the building’s inhabitants while at the same time reflecting the greenery planted along Churchill Road, resulting in a building that almost self-effaces. By incorporating an interior garden, a frame lined with timber shutters, corner windows, and large, open-plan spaces, featuring views through the glass-curtain cladding, the materiality of the spaces outside the building is brought indoors. Interestingly, an unobstructed view to a now-removed Henry Moore sculpture was also considered in the original plan.  <br> <br>

For all its architectural differences, there is one feature which gestures towards the original college buildings. The New Study & Music Centre sits on a concrete plinth, just as the original courts do. There is a sense of continuity here; of something new emerging from shared foundations. The roof was also originally meant to be copper-lined, like the original courts, which would have created a common visual frame further unifying two very different approaches to materiality. At the same time, DSDHA’s glass structure seems like the natural culmination of what Richard Sheppard had started with his original pavilion design, which itself gestured towards Miesian glass curtains, with its softwood-framed window-grid facade. 
"
./Images/t11.png,Cowan Court,Buildings,West of Great Court,6a Architects,Brutalism,2016,2010s,"Cowan Court, designed by the practice 6a Architects, is the college’s newest undergraduate residential court — the only one built on the main site since West Court in 1968. Built to the exact same external dimensions as the old residential courts, the building blends in seamlessly into the college landscape, as if it had always been meant to be there. Indeed, integration into the natural landscape was a key priority for the project: aesthetically and ecologically. Built to the standards of modern sustainable construction standards, the court is designed to minimise resource consumption. This aim extends even to the design of drainage, which directs rainwater into underground storage tanks, to be used later for irrigation. The focus on ecology is also embedded in the very material of the court: the external cladding is of oak salvaged from the floors of French freight trains. The approach is very new, but the oak is very old: and it is this knowing marriage of the extremely forward-looking and extremely backward-looking which makes the court (indeed, one might say, Churchill College as an institution) so unique. Even the jettying of the building’s layers: the slight protrusion of each storey over the one below, is a conscious architectural reference to the 16th Century Paycocke house, a fine example of Tudor timber construction. The interlocking wooden beams which provide structural support on the ground floor courtyard repeat a motif that recurs throughout the college architecture. They recall similarly interlocking concrete beams (such as those which support the covered walkways) which themselves recall timber construction: another one of Sheppard Robson’s ways of softening the Brutalist idiom. There is one key way in which Cowan Court differs from the rest of the main site, though — the slight curvature of the walls. They reflect, as Tom Emerson, the founder of 6a Architects put it, ‘a kind of receiving of the open landscape’. It may very well be, as Emerson suggests, the first fully ‘timber brutalist’ building in the UK.
"
./Images/t12.png,Chimney,Buildings,Great Court,"Richard Sheppard, Robson and Partners",Brutalism,1960-68,1960s,"The concrete chimney of the boiler house, a delightful piece of industrial design, overpeers the college’s silhouette. Churchill at its most nakedly Brutalist, the chimney embodies several architectural contradictions. Its undulant, double-barrelled form sticks out in the midst of the college’s boxy scheme, echoed only in the grand barrel vaults of the dining hall. Nonetheless the affect of its material and scale — heavy, <em>breton brut</em> concrete stacks — fortifies its softened forms, where brick, wood panelling, and shuttered concrete softens the rest of the site’s heavy-set modernist idiom. It is a religiously secular feature: Richard Sheppard’s original plans included a chapel prominently facing Storey’s Way, placed between the Porter’s Lodge and the boiler house. This scheme was famously vetoed by some of the college’s founding fellows, including Sir Francis Crick, one of the discoverers of the structure of DNA. (In an amusing letter to Sir Winston Churchill, in which he also submitted his resignation out of protest of the Chapel, he suggested that it would be just as well to build a brothel as a chapel in a purportedly secular, scientific college).  <br> <br>

Had it gone through, Sheppard’s model suggests the way that Crick’s secular indignation might have found architectural expression anyway. Towering over the chapel would have been the chimney: an industrial spire embodying hopes that, as a new, scientific institution, Churchill would represent a resurgent, postwar industrial Britain. It was no mere symbol anyway — the boiler house the chimney was attached to drove the University’s first central heating system, sporting cutting-edge jet fans tested in a wind tunnel in Harwell’s Atomic Energy Research Establishment (itself set up by the college’s first master: Sir John Cockroft). It has been said that in the notoriously freezing winter of 1963, Churchill undergraduates were the warmest ones in the University.
"
./Images/t13.png,Library Tower,Buildings,Great Court,"Richard Sheppard, Robson and Partners",Brutalism,1960-68,1960s,"Housing the staircase which connects the college’s two libraries, this is the only curved wall on the original main site. Besides the geometry of the residential courtyards, which famously echo the quadrangular monastic courts of the city’s older colleges, this semicircular tower is another one of Churchill’s self-conscious architectural medievalisms. Its force and monumentality enhanced by the rhymes of the adjacent Archive Center’s soaring vertical mullions, brickwork lending its texture a certain earthy solidity, the structure evokes the grandeur of a medieval fortress’s corner tower. The effect is no less pronounced as one ascends the staircase from the inside, where a skylight illuminates a strangely mesmerising spatial curvature. If modernist and brutalist architecture in the wake of Le Corbusier looked to the solidity of classical forms for inspiration, Churchill’s embrace of gothic forms in the same idiom chimes with his scheme’s overall ‘softening’ of brutalism’s stark edge with a craftsmanlike rationality. 
"
./Images/t14.png,Sheltered Walkway,Buildings,Great Court,"Richard Sheppard, Robson and Partners",Brutalism,1960-68,1960s,"Sure — the covered walkways are not perfect. They are narrow; there are leaks; not all the concrete is in the best of health. Nonetheless there is a sense of play in their construction that captures the imagination, compensating for the starkness of their material treatment. Despite Churchill College’s reputation for being a prime example of ‘brutalist’ architecture, the walkways are perhaps the only extensive sections of the building in which naked concrete — not shuttered, like much of the concrete highlights on interiors — is given free reign. Nonetheless, the joinery and regular horizontal furrows give one the impression of a timber structure. The joinings are satisfyingly articulated: evoking the manual craftsmanship of a carpenter. Richard Sheppard’s assistant, William Mullins, was responsible for most of the detailed design work in the college while Sheppard drew up larger plans. Here in the sheltered walkway, as in many other examples of joinery in the college, Mullins has found a way to be ornamental without sacrificing a functionalist aesthetic. Moments like these — small, perhaps obvious, but not insignificant delights — bring the college architecture to life."
./Images/t15.png,Study Centre Proposal,Buildings,West of Great Court,David Thurlow,Postmodernism,1992,1990s,"These early concept drawings for the Study Centre project were drawn up by the college’s then-consultant architect David Thurlow. More the result of him ‘playing with his pencil’ than a final proposal, they ambitiously envisioned a reshaping of the site itself. Thurlow's project proposal arose from a confluence of building needs. There was a desire to upgrade the college’s existing music rooms, built in 1979 as an extension at the back of the pavilion, to improve their acoustics and sound insulation. More pressingly, there was a need to supplement the teaching facilities in the then newly-built Møller Centre, particularly a need to build larger classrooms. Furthermore, there were concerns about the appearance of the existing pavilion. Then-Bursar Michel Allen, for instance, was not a fan: he thought it sat uncomfortably between the Møller Centre and the college. <br> <br>

In this plan, Richard Sheppard’s original pavilion/music room complex was to be demolished; in its place were to be parking spaces and a cycle store, screened off by generous planting. Thurlow's new music room and study complex would edge away from the Møller Centre. The sporting facilities of the old pavilion would be shifted to a new pavilion to the south — roughly on the site where Cowan Court now sits. If built, these would have been strikingly original interventions in the college landscape. The undulant curved roof of the study centre, its spindly lattice facade, the circular ‘porthole’ windows, were all insistent elements of Thurlow’s personal architectural vocabulary, previously seen in his acclaimed work spearheading the Cambridge Design Group, partly inspired by Chinese architecture. See, for example, the delightfully irreverent Queensway down Trumpington Road. Together with the new pavilion, the new complex would have carved out a space, with planting blocking the westward view from the Great Court, defined by curvature. Thurlow would have created what would have almost been a rival ‘great court’ dominated by a 90s postmodern style, deliberately butting up against the square-set 60s modernism of Richard Sheppard’s original buildings. Though this scheme was replaced by the more economical alternative we have today, some cameos from this proposal would find their way into Thurlow’s final design: the porthole window, the lovely latticed glass roof of the spinal lobby, the lightness of a wooden frame.
"
./Images/t16.png,Night Suite,Prints,Main concourse,Robyn Denny,Abstraction,1972,1970s,"Robyn Denny (1930 - 2014) was one of the most significant British painters of the 1960s. Like many of his colleagues, Denny was immensely influenced by the wave of American abstract expressionism, which had arrived on British shores with the Tate’s 1956 ‘Modern Art in the USA’ exhibition. After some initial experiments with collage work and Rothko-style colour field painting, Denny quickly developed a style which abandoned all levels of reference to the outside world, almost all suggestion of painterly gesture, built out of flat, solid and symmetrical regions of colour. Again, like many of his fellow artists working with abstract expressionist ideas, Denny exhibited in the 1961 ‘Situation’ exhibition, alongside Richard Smith, William Turnbull and John Hoyland (some of whose works are also in the college’s collection). Denny, in fact, was the exhibition’s organising secretary. <br> <br>

What Denny chiefly took away from the new American painting — especially from Jackson Pollock — was a way of suggesting and thus incorporating the body into his painting through a sense of scale. Denny’s paintings in the 60s were stood on the floor of the gallery, their dimensions comfortably fitting that of a human form. It was partly for this reason that many critics spoke of these paintings in the language of architecture: as doorways, portals, entrances. Their rectilinear, symmetrical patterns may evoke architectural plans, but they also gesture to a certain space-age, science-fiction aesthetic. Denny was an avid reader of science fiction — the title of one of his more well-known early ‘Situation’ era paintings, <em>Baby is Three</em>(triptych, 1960), is taken from a sci-fi novella of the same name by Theodore Sturgeon. Not only, then, was Denny interested in working out the implications of visual art in present-day urban architecture — as his public mural art further testifies to — but his paintings also presciently suggest the forces which would, in a digital future, push communal space itself further into abstraction. Already in 1971 the critic David Thompson, in the first monograph written on Denny, detected Denny’s ‘conditioning by the spread of mass media, the workings of communications systems and information-theory’. <br> <br>

Denny saw great critical success and enjoyed not-insignificant fame during the 60s, during which he continued to refine this basic visual idiom. He became increasingly interested in the potential for his method to illuminate new ways of working with colour, later stating of his work in this period: ‘[a]t this time, I was experimenting with what new sensations of colour can be achieved with the most limited means — what great diversity of formal experience I could make with very limited forms.’ Thompson wrote of Denny’s colouring that ‘it requires to be seen (one could almost say ""watched"") by natural light … light which changes according to the time of day… The paintings are colour-structures which change as the light changes’. It is perhaps fitting, then, that Denny’s 1972 <em>Night Suite</em>, a series of five prints which are characteristic work from near the very end of this period of his career, has been hung facing the glass of the main concourse of Churchill College, illuminated by natural light. Their positioning in a space through which visitors pass — between the Porter’s Lodge and the main foyer of the college — resonates with their formally medial quality as they invite the viewer to engage bodily with their colour-structures. Their initial appearance of visual symmetry is broken by the asymmetry of the colouring and interlacing of the surface: subtle variations of shade and composition across left and right halves fix the attention as viewers might trace how colour-structure simultaneously undermines and undergirds the work’s formal symmetry. The interlace of this tapestry of colours is woven across each print as well — the central, progressively contracting rectangular field of each takes its colour from the ‘underpainting’ (if underpainting it can be called) of another print in the series. <br> <br>

Presciently, Denny’s paintings and prints from this era find a way of completely sidestepping the question of pictorial depth: confrontational but inviting, Denny’s colour-structures are a way of involving the viewer’s body into a dimension of pure flow. It is, nonetheless, a dimension much more wedded to surface than corporeality: truly the stuff of science fiction. The year after these prints were made, in 1973, Denny would become the youngest living artist given a retrospective in the Tate. This marked the apex of his critical fortunes — it was almost as if institutional sanction had blunted the edge of his work. Denny slipped into obscurity in the following decades — though he continued to produce paintings in a style which increasingly returned to painterly gesture, which turned increasingly to an idiom centred around moments rather than flows. It is true that his 60s idiom was at risk of becoming increasingly fussy, mannered, aestheticist: by the mid 1970s Denny was ready to move in a new direction. It is perhaps the college’s fortune to own this series of prints — from this inflection-point at which Denny had stretched the language of his 60s painting to its near-limit — which so wonderfully converse with the the flows of public space, all set within the architectural modernism of a technological college dedicated to turning science fiction into reality."
./Images/t17.png,Foundation Stone,Sculpture,Buttery,Edward Wright,Brutalism,1961,1960s,"The college’s foundation stone was designed by the graphic designer and typographer Edward Wright — also known for his typographical work on New Scotland Yard’s rotating sign. The muscular typeface of the stone's raised lettering was designed specifically for the occassion. It is unimposingly placed — albeit in the college’s main foyer; the most public of the college’s spaces. Cast in concrete: the choice of material for the foundation stone spoke to the college’s commitment to architectural modernism, for which concrete was, and still is, a sacred material. To call this handsome piece of cast concrete a stone (which has been shuttered like that of the rest of the building) is to recall Richard Sheppard’s vision for the college’s treatment of this material, outlined in a report on the design objectives for the College written in 1958: <br> <br> <em>‘Concrete, reinforced or not, is the most characteristic permanent material of our time and it is our proposal that Churchill should be constructed of concrete designed and detailed to exploit its qualities rather than to hide them. We do not mean by this that coarseness should be accepted but that the material should be regarded much in the way that stone has been in the past — good for building with but which can be much improved in appearance by application of appropriate working’.</em>"
./Images/t18.png,Blue Lion,Paintings,Porter's Lodge,Albert Irvin,Abstraction,2008,2000s,"Albert Irvin (1922-2015) was one of the most prominent British abstract expressionist painters. He developed an interest in art at a young age and pursued formal training at the Northampton School of Art from 1940 to 1941. His studies were interrupted by World War II, during which he served as a navigator in the Royal Air Force. After the war, he resumed his education at Goldsmiths College, London, graduating in 1950.

<em>Blue Lion</em> is considered to be one of his later works, and it can be said that its articulation differs immensely from that of his earlier style. While bursts of energy are still present in this work, Blue Lion takes on a more playful approach to the overall brushwork as compared to, say, <em> Tarbard </em> — another of Irvin's works on display in the College, along the corridor outside of the SCR. The bottom layers of the painting are generated through powerful linework in light blue paint, creating an extension radiating from the centre, extending  out beyond the canvas itself. Meanwhile on the topmost layer, consistent, smooth, brushstrokes abstracts the shape of a blue lion with mouth wide open. Unlike conventional depictions of a lion, the canvas's shapes and pictorial elements enhance the articulation of colour, alluding to the form of a lion. Angled squares suggest eyes, a splash of pink a nose, and various interlacing strokes at the centre of the canvas forms the mouth of the lion. <br> <br>

Overall, <em>Blue Lion</em> creates a captivating, evocative realm that pleads for attention, luring the viewer into the depths of colour, enticing those who stop before it. The blue background generates a seemingly infinite spatial depth, and every stroke added on top forms a floating pictorial element, creating links between the canvas's abstract shapes. The red and orange paint creates a focus point for the viewer navigating around the work, adding a playful touch to the blue dynamic that fills the canvas. It is a mysterious, alluring, yet lighthearted work."
./Images/t19.png,Bust of Ingres,Sculpture,Fellow's Dining Room,Antoine Bourdelle,Bust,1907,1900s,"This handsome bust of Jean-Auguste-Dominique Ingres, the great French neoclassical painter, entered the college through the donation of the Maisonneuve Collection. It is to date the largest donation of art to the college; comprising mostly of early 20th-century French art. This fierce, romantic bust, in its rough and robust sculptural finish, reflects the influence of Rodin, under whom its sculptor Antoine Bourdelle — himself an important figure in French sculpture — had studied. One other cast of this bust is in the collections of the Musée Bourdelle, in Paris; another in the Musée Ingres-Bourdelle in Montauban, the town in the South of France where both men were born. <br> <br>

The statue is unique in the Churchill College collection — one of the few figurative sculptures on display (albeit in the Fellows’ Dining Hall); certainly the only one of a person not directly connected to the college. Nonetheless, Just like the Lurçat Tapestry that hangs in the Bracken Library, which was famously presented to the college as a gift from General Charles De Gaulle to Sir Winston Churchill, it is a welcome reminder of the wartime link between Britain’s French allies and the man to whose memory the college is dedicated."
./Images/t20.png,13.12.66,Paintings,Fellow's Dining Room,John Hoyland,Abstraction,1966,1960s,"Like many of his fellow British artists working during the 1960s, John Hoyland (1934-2011) was immensely influenced by the wave of New American Painting which had arrived in the UK with the ‘Modern Art in the USA’ exhibition held at the Tate in 1956. There, Hoyland saw in person canvases by Pollock, Newman and — most importantly — Rothko. Hoyland, a Yorkshireman, would later become one of the most prominent British artists working in the abstract expressionist idiom, celebrated as a painter who succeeded in lending a distinctly European, even British touch to this most American of modern art movements. <br> <br>

Rothko’s influence is on full display in this painting, which today hangs in the Fellow’s Dining Hall, which was executed during a crucial, though relatively early period of Hoyland’s career. This was a period in which Hoyland was coming to terms with old influences, absorbing new ones, and beginning to synthesise them into a completely personal language. He had already gained some artistic prominence, having had his works exhibited in the two famous ‘Situation’ exhibitions in 1960 and 1961, which brought the best and most promising of modern British artists to the fore. At the second of these exhibitions, Hoyland exhibited alongside British sculptor Anthony Caro, who was to become a major influence. Hoyland would later recall that in the mid-Sixties, he was attempting to paint in a way ‘suggestive of sculpture…more about imagined form, imagined conceptualised space’. <br> <br>

Indeed, Hoyland’s sculptural intuition was what allowed him to absorb the influence of Rothko’s colour fields while finding his own way to develop the idiom. In Hoyland’s own words, he concerned himself with ‘the ways edges met, how colours impinged upon one another, and the way that that affected the space’. In <em>13.12.66</em>, Hoyland’s painterly treatment, the thin layering of acrylic in such a way that the canvas surface and brushstrokes remain visible, combine with the richness of his colouring — luscious, pool-table green, plum, blaring orange — to work with a Rothko-like directness on the senses, provoking an emotional experience which seems totally contained within the artwork's field. Nonetheless, sentiment (Rothko’s canvases are infamous for provoking attacks of weeping) is at every moment tempered by a sense of discipline, a certain wry structural logic. The red-orange rectangle on the right appears to project itself into the viewer’s space. An effect which is enhanced by its detachment from the other colour blocks, this ‘popping out’ of the red rectangle from the contrasting surrounding green field recalls the optical trickery of Hoyland’s earlier work, but declines to problematise this optical effect. The alignment of this colour block with the others, height-wise, tempers any disorienting effects anyway. <br> <br>

The diagonal which joins the edges of the trapezoidal blue and dark green forms in the left third of the canvas is also a motif that had begun to appear in this period. In this case, it suggests but does not insist upon depth, perspective and shadow. The blue trapezoidal form could just as well have been a strip ‘peeled back’ from the lower left corner — the very possibility of this interpretation in itself imbues the work with a certain wit. In any case, the green gap between the purple and red blocks; the tentative, feathery ways in which the edges of the blocks have been articulated — each ‘impinging’ while shying away from the other — seems to disclaim the depth that the motif wants to suggest. (In this regard, it is interesting to compare this canvas to a work which shares much of its visual DNA: <em>7.11.66</em>). Perspectival depth butts against the optical one generated by the red-against-green. Indeed, one finds that by abandoning depth, the visual balance of the composition returns. The effect is almost that of turning the colour planes around in one’s head, or folding and unfolding them, until one has found a comfortable viewing-point. This amounts — almost — to a cheap trick. It is in this play that one would truly be inclined to find what is sculptural about the work, to understand how it works with a distinctly spatial logic. A fascinating picture which demonstrates Hoyland’s readiness to move towards the bolder experiments of his mature practice, this canvas speaks to Hoyland’s erudite attempt to reconcile structure and sentiment in his personal abstract expressionist idiom.
"
./Images/t21.png,Zelah,Sculpture,SCR/Fellow's Corridor,Denis Mitchell,Modernism,1961,1960s,"The English Sculptor Denis Mitchell (1912-1993) worked as Barbara Hepworth’s principal assistant for ten years, between 1949-59. Mitchell’s undulating, totem-like <em>Zelah</em> — executed in 1961 and carved from elm, contains a certain restless energy. If Hepworth’s four-square balancing act in Churchill’s great court evokes, with an illusionist’s touch, a balance of fragility and solidity that majestically contains its energetic potential, her erstwhile assistant here charts the eruption of a vertical form out of energetic flux. Its material and organic form, too, invites the formation of connections between it and the natural landscape of Churchill College, a site where elm trees have been growing for hundreds of years."
./Images/t22.png,Tabard,Paintings,SCR/Fellow's Corridor,Albert Irvin,Abstraction,nil,nil,"Albert Irvin (1922-2015) was a prominent British abstract painter known for his vibrant and dynamic works. His later period of art is characterised by bold colours and energetic brushstrokes. Irvin's paintings are the result of the artistic collision of contextualising experiences, and translation of movement into space. <br> <br>

Irivin’s work is inspired by modern classical music — it follows a certain compositional logic with a freedom and energy brought to life through lively performance. These paintings are paragraphs described through a specific language. Their spatial organisation serves as an underlying rhythm, while Irvin’s love of complementary colours dominates the emotional range he sets for the paintings. <em>Tabard</em> suggests a riot of energy, particularly through the dominating bright yellows and oranges. Lively brushstrokes glide across the page, vying for attention as they lead the gaze from place to place across the large canvas. Although it initially appears chaotic, longer inspection gradually reveals the structure of the pictorial surface. Its different patches of colour are divided into nine spaces across the canvas. Left of the middle, a bright orange patch dominates the frame and compliments the red square located in the top right corner. However, the borders between these colour patches are not clearly defined and each bleeds out into the other. Seemingly carefree brushstrokes create lines that invade the borders, using movement to break through spaces and generate relationships. <br> <br>

'The painting is the outcome of the struggle to paint it,' Albert Irvin once said. As <em>Tabard</em> suggests, this struggle is a process of contextualising an experience of the world. Nonetheless, Irvin’s work should not be considered a representation of the world; Rather, like music, the painting itself is the world and experience. <em>Tabard</em> is filled with an immense passion and strength that radiates from the frame, influencing emotions and generating a bridge to the viewer through a unique language that touches the mind and heart. 
"
./Images/t23.png,I'll take my life monotonous',Prints,SCR/Fellow's Corridor,Patrick Caulfield,Pop art,1973,1970s,"Two prints now in the Churchill College collection, <em>'I'll take my life monotonous'</em> and <em>'My Life inspires so many desires'</em>, were created by the English painter and printmaker Patrick Caulfield (1936-2005) to illustrate a limited edition poetry anthology, <em>Some Poems of Jules Laforgue</em>, published by Petersburg Press in 1973. When he was offered the chance to produce an illustrated book, Caulfield himself proposed that it be a collection of poems by Laforgue, whom he had admired since first encountering his poetry in 1961. Among the twelve poems included in the book — Patricia Terry’s English translations (Caulfield’s own edition) — were ‘Complaint About a Certain Sunday’ (Complainte d’un certain dimanche) and ‘Solo by Moonlight’ (Solo de lune). The two prints owned by Churchill College are of the illustrations accompanying these two poems. <br> <br>

Caulfield’s bold palette, thick outline and his depiction of everyday objects might, at first glance, align his work with that of Andy Warhol: whose iconic Pop-Art screen prints of Marilyn Monroe hang in the Fellow’s Dining Hall not far from Caulfield’s illustrations. Nonetheless, Caulfield persistently resisted the Pop-art label throughout his career. As these subtle responses to a poet who had lived nearly a century before him demonstrate, this was for good reason. On first glance, one can already tell that Caulfield's are deeply romantic pictures. ‘I’ll take my life monotonous’ takes its name from the refrain of ‘Complaint About a Certain Sunday’, a refrain that reflexively generates a certain ennui through its repetition. The architectural rhythm of the hatched bars of Caulfield’s print — a fence perhaps — replicates this alienating repetition. ‘Oh, alone! alone! and so cold!’ (‘Oh! qu'il fait seul! oh! fait-il froid!’), sighs the poet. Even the sparrows abandon him — 'I throw them some bread; as if wounded, they depart!' (‘Je leur jette du pain: comme blessés, ils partent!’).  <br> <br>

Nonetheless, the blue wedge at the bottom right of the picture alters the perspective of this architectural view. Introducing subjectivity, the wedge sensitises us to the fact that the structure is viewed askew. It is this line of perspective that situates the viewer in relation to the series of yellow spots — the only warm colour amidst the blue — which gradually recede from view. Barred from the viewer by the screen of the fence, these yellow dots form another, possibly competing, perspective-line. Here, Caulfield strips down the formal play of picture plane and depth, that signature conern of the post-impressionist tradition from Cezanne onwards, to its starkest pictorial form. He does so through analogy with the emotional, architectural sensitivity of a great painter of interior space — one senses in his work an affinity with Vermeer, Matisse, Vuillard, even Edward Hopper. <br> <br>

In this particular case, Caulfield’s scheme, which flattens repetition and development at the same time it does representational depth, captures wonderfully the uneasily ironic, shifting mood of Laforgue’s complaint. The refrain ‘I’ll take my life monotonous’ gradually evolves in its last two occurrences in Laforgue’s poem. ‘Must life be so monotonous?’ the poet asks, in a sudden, uneasy burst of sincerity which reveals the repressed desire behind the original refrain. ‘Let’s try to live monotonous’, the poet concludes in the final stanza, hastily trying to regain his balance, seeking the solidarity from his 'fellow men' (‘mes humains’) that he simultaneously disclaims through ironic distance. That elusive object of desire which the poem circles, momentarily touches (‘She left yesterday. Perhaps I mind? | Ah yes! So that’s what hurts!’), but is never able to confidently articulate, recedes from view through this repetition. There seems to be an analogy between this slippage of desire through the poem’s contours and the obscure yellow dot of Caulfield’s print, which recedes from the viewer’s grasp, appearing simultaneously as an object in motion, and a series of separate, static ones (a seemingly naive way of pictorially representing motion that has a long and venerable history — see, for example, the purity and sophistication of its use in some narrative Christian Gothic art). Movement and serial repetition lock it in place, and bars it from access.  <br> <br>

In much the same way, <em>‘My Life inspires so many desires’</em> astutely responds to a poem about missed love. ‘We loved each other crazily, Without a word we let each other go’ (‘Nous nous aimions comme deux fous, On s’est quitté sans en parler’). Caulfield's print appears to be a representation of a curved railing. The pictorial depth of this architectural representation joins the two poles in a series. Pictorial surface, defined by the vertical edges of the frame itself, keeps them forever separate. There is a yearning in this analogy which the rich, solid blue of the background instinctively gives expression to. The precision with which Caulfield zooms into this architectural moment, his identification of an emotional analogy in a particular representation of pure structure, speaks to an immense, photographic power of observation. How fitting that they adorn the walls of Churchill College, the architecture of which itself embodies a kind of humanistic temperance of modernist form.  <br> <br>

These are structural readings imbued with a sort of romantic subjectivity which the surface appearance of the prints — bold pop-art colours, simplified schemes recalling commercial visual design and comic books — seem to finally deny in an ultimate ironic posture. As Caulfield himself wrote of Laforgue: ‘I feel an affinity with his creating a Romantic poetry and then disclaiming it at the same time, but not without pleasure. He’ll lead one up the garden path but then with the last line denies the whole poem. But it doesn’t wipe it out, it points it up.’ It is this extreme tonal ambivalence, this holding together of opposites on every level of the picture, which makes Caulfield’s prints so endlessly fascinating.
"
